"GISJOIN","FIPS","ADI_NATRANK","ADI_STATERNK"
"G06007300093011","060730093011","10","4"
"G06007300093012","060730093012","11","5"
"G06007300093013","060730093013","29","8"
"G06007300093014","060730093014","28","8"
"G06007300093051","060730093051","12","5"
"G06007300093052","060730093052","11","5"
"G06007300093053","060730093053","11","5"
"G06007300093054","060730093054","11","5"
"G06007300093055","060730093055","11","5"
"G06007300093061","060730093061","10","4"
"G06007300093062","060730093062","11","5"
"G06007300093063","060730093063","11","5"
"G06007300093064","060730093064","8","4"
"G06007300093071","060730093071","23","7"
"G06007300093072","060730093072","22","7"
"G06007300093073","060730093073","23","7"
"G06007300093074","060730093074","22","7"
"G06007300093081","060730093081","15","6"
"G06007300093082","060730093082","13","5"
"G06007300093083","060730093083","16","6"
"G06007300094001","060730094001","GQ","GQ"
"G06007300095021","060730095021","7","3"
"G06007300095022","060730095022","13","5"
"G06007300095041","060730095041","2","1"
"G06007300095042","060730095042","2","1"
"G06007300095043","060730095043","2","1"
"G06007300095044","060730095044","1","1"
"G06007300095051","060730095051","5","3"
"G06007300095052","060730095052","8","4"
"G06007300095053","060730095053","7","3"
"G06007300095054","060730095054","11","5"
"G06007300095061","060730095061","7","3"
"G06007300095062","060730095062","10","4"
"G06007300095071","060730095071","8","4"
"G06007300095072","060730095072","6","3"
"G06007300095073","060730095073","11","5"
"G06007300095091","060730095091","7","3"
"G06007300095092","060730095092","7","3"
"G06007300095093","060730095093","7","3"
"G06007300095101","060730095101","11","5"
"G06007300095102","060730095102","12","5"
"G06007300095103","060730095103","14","5"
"G06007300095111","060730095111","11","5"
"G06007300095112","060730095112","12","5"
"G06007300096021","060730096021","15","6"
"G06007300096022","060730096022","14","5"
"G06007300096023","060730096023","9","4"
"G06007300096024","060730096024","8","4"
"G06007300096031","060730096031","29","8"
"G06007300096032","060730096032","26","8"
"G06007300096033","060730096033","38","9"
"G06007300096034","060730096034","29","8"
"G06007300096041","060730096041","10","4"
"G06007300096042","060730096042","9","4"
"G06007300096043","060730096043","12","5"
"G06007300096044","060730096044","12","5"
"G06007300097031","060730097031","9","4"
"G06007300097032","060730097032","10","4"
"G06007300097033","060730097033","11","5"
"G06007300097041","060730097041","10","4"
"G06007300097042","060730097042","9","4"
"G06007300097043","060730097043","8","4"
"G06007300097044","060730097044","8","4"
"G06007300097045","060730097045","13","5"
"G06007300097051","060730097051","5","3"
"G06007300097052","060730097052","8","4"
"G06007300097053","060730097053","8","4"
"G06007300097061","060730097061","5","3"
"G06007300097062","060730097062","8","4"
"G06007300097063","060730097063","10","4"
"G06007300097064","060730097064","7","3"
"G06007300097065","060730097065","4","2"
"G06007300097066","060730097066","5","3"
"G06007300097067","060730097067","4","2"
"G06007300098011","060730098011","9","4"
"G06007300098012","060730098012","6","3"
"G06007300098013","060730098013","15","6"
"G06007300098014","060730098014","28","8"
"G06007300098021","060730098021","12","5"
"G06007300098022","060730098022","14","5"
"G06007300098023","060730098023","12","5"
"G06007300098024","060730098024","11","5"
"G06007300098025","060730098025","12","5"
"G06007300098041","060730098041","9","4"
"G06007300098042","060730098042","11","5"
"G06007300098043","060730098043","9","4"
"G06007300098044","060730098044","10","4"
"G06007300098051","060730098051","12","5"
"G06007300098052","060730098052","11","5"
"G06007300098053","060730098053","8","4"
"G06007300098054","060730098054","11","5"
"G06007300099011","060730099011","GQ-PH","GQ-PH"
"G06007300099021","060730099021","PH","PH"
"G06007300100011","060730100011","20","7"
"G06007300100012","060730100012","20","7"
"G06007300100031","060730100031","16","6"
"G06007300100032","060730100032","23","7"
"G06007300100033","060730100033","19","7"
"G06007300100034","060730100034","18","6"
"G06007300100041","060730100041","23","7"
"G06007300100042","060730100042","19","7"
"G06007300100051","060730100051","30","8"
"G06007300100052","060730100052","30","8"
"G06007300100053","060730100053","30","8"
"G06007300100054","060730100054","30","8"
"G06007300100091","060730100091","20","7"
"G06007300100092","060730100092","20","7"
"G06007300100093","060730100093","20","7"
"G06007300100094","060730100094","20","7"
"G06007300100101","060730100101","50","10"
"G06007300100102","060730100102","24","7"
"G06007300100103","060730100103","74","10"
"G06007300100111","060730100111","18","6"
"G06007300100112","060730100112","18","6"
"G06007300100121","060730100121","26","8"
"G06007300100122","060730100122","27","8"
"G06007300100123","060730100123","27","8"
"G06007300100131","060730100131","32","8"
"G06007300100132","060730100132","31","8"
"G06007300100133","060730100133","31","8"
"G06007300100134","060730100134","31","8"
"G06007300100151","060730100151","9","4"
"G06007300100152","060730100152","17","6"
"G06007300100161","060730100161","GQ-PH","GQ-PH"
"G06007300100171","060730100171","9","4"
"G06007300100172","060730100172","25","8"
"G06007300100181","060730100181","11","5"
"G06007300100182","060730100182","12","5"
"G06007300100183","060730100183","11","5"
"G06007300100191","060730100191","16","6"
"G06007300100192","060730100192","14","5"
"G06007300101031","060730101031","96","10"
"G06007300101032","060730101032","18","6"
"G06007300101033","060730101033","22","7"
"G06007300101041","060730101041","16","6"
"G06007300101042","060730101042","15","6"
"G06007300101061","060730101061","38","9"
"G06007300101062","060730101062","42","9"
"G06007300101063","060730101063","34","9"
"G06007300101071","060730101071","27","8"
"G06007300101072","060730101072","14","5"
"G06007300101073","060730101073","60","10"
"G06007300101074","060730101074","19","7"
"G06007300101091","060730101091","18","6"
"G06007300101092","060730101092","22","7"
"G06007300101101","060730101101","20","7"
"G06007300101102","060730101102","20","7"
"G06007300101103","060730101103","20","7"
"G06007300101104","060730101104","20","7"
"G06007300101105","060730101105","20","7"
"G06007300101111","060730101111","26","8"
"G06007300101112","060730101112","29","8"
"G06007300101121","060730101121","41","9"
"G06007300101122","060730101122","40","9"
"G06007300101123","060730101123","40","9"
"G06007300102011","060730102011","GQ","GQ"
"G06007300102012","060730102012","14","5"
"G06007300102013","060730102013","6","3"
"G06007300102021","060730102021","10","4"
"G06007300102022","060730102022","10","4"
"G06007300102023","060730102023","10","4"
"G06007300103001","060730103001","13","5"
"G06007300103002","060730103002","13","5"
"G06007300103003","060730103003","11","5"
"G06007300103004","060730103004","14","5"
"G06007300104011","060730104011","17","6"
"G06007300104021","060730104021","19","7"
"G06007300104022","060730104022","17","6"
"G06007300104023","060730104023","23","7"
"G06007300105011","060730105011","10","4"
"G06007300105021","060730105021","17","6"
"G06007300105022","060730105022","17","6"
"G06007300105023","060730105023","17","6"
"G06007300105024","060730105024","17","6"
"G06007300106011","060730106011","2","1"
"G06007300106012","060730106012","2","1"
"G06007300108001","060730108001","1","1"
"G06007300108002","060730108002","1","1"
"G06007300109001","060730109001","1","1"
"G06007300109002","060730109002","1","1"
"G06007300110001","060730110001","2","1"
"G06007300110002","060730110002","2","1"
"G06007300111001","060730111001","1","1"
"G06007300111002","060730111002","1","1"
"G06007300111003","060730111003","1","1"
"G06007300113001","060730113001","GQ","GQ"
"G06007300116011","060730116011","16","6"
"G06007300116012","060730116012","16","6"
"G06007300116013","060730116013","16","6"
"G06007300116021","060730116021","13","5"
"G06007300116022","060730116022","13","5"
"G06007300117001","060730117001","24","7"
"G06007300117002","060730117002","24","7"
"G06007300117003","060730117003","24","7"
"G06007300117004","060730117004","24","7"
"G06007300118011","060730118011","30","8"
"G06007300118012","060730118012","27","8"
"G06007300118013","060730118013","30","8"
"G06007300118021","060730118021","20","7"
"G06007300118022","060730118022","26","8"
"G06007300118023","060730118023","28","8"
"G06007300118024","060730118024","24","7"
"G06007300119021","060730119021","19","7"
"G06007300119022","060730119022","25","8"
"G06007300119023","060730119023","29","8"
"G06007300119024","060730119024","17","6"
"G06007300120021","060730120021","23","7"
"G06007300120022","060730120022","30","8"
"G06007300120031","060730120031","19","7"
"G06007300120032","060730120032","20","7"
"G06007300121011","060730121011","20","7"
"G06007300121021","060730121021","22","7"
"G06007300121022","060730121022","24","7"
"G06007300122001","060730122001","26","8"
"G06007300122002","060730122002","26","8"
"G06007300123021","060730123021","29","8"
"G06007300123031","060730123031","12","5"
"G06007300123032","060730123032","14","5"
"G06007300123041","060730123041","20","7"
"G06007300123042","060730123042","12","5"
"G06007300124011","060730124011","31","8"
"G06007300124012","060730124012","31","8"
"G06007300124021","060730124021","28","8"
"G06007300124022","060730124022","26","8"
"G06007300124023","060730124023","32","8"
"G06007300125011","060730125011","100","10"
"G06007300125012","060730125012","100","10"
"G06007300125021","060730125021","13","5"
"G06007300125022","060730125022","14","6"
"G06007300125023","060730125023","13","5"
"G06007300126001","060730126001","26","8"
"G06007300126002","060730126002","20","7"
"G06007300126003","060730126003","22","7"
"G06007300126004","060730126004","20","7"
"G06007300127001","060730127001","21","7"
"G06007300127002","060730127002","21","7"
"G06007300127003","060730127003","19","7"
"G06007300128001","060730128001","14","6"
"G06007300128002","060730128002","15","6"
"G06007300128003","060730128003","18","6"
"G06007300129001","060730129001","18","6"
"G06007300129002","060730129002","13","5"
"G06007300129003","060730129003","15","6"
"G06007300130001","060730130001","19","7"
"G06007300130002","060730130002","19","7"
"G06007300130003","060730130003","18","6"
"G06007300130004","060730130004","18","6"
"G06007300131021","060730131021","22","7"
"G06007300131022","060730131022","22","7"
"G06007300131023","060730131023","22","7"
"G06007300131024","060730131024","23","7"
"G06007300131031","060730131031","12","5"
"G06007300131032","060730131032","13","5"
"G06007300131041","060730131041","22","7"
"G06007300131042","060730131042","22","7"
"G06007300131043","060730131043","22","7"
"G06007300131044","060730131044","22","7"
"G06007300132031","060730132031","24","7"
"G06007300132032","060730132032","24","7"
"G06007300132033","060730132033","24","7"
"G06007300132034","060730132034","24","7"
"G06007300132035","060730132035","24","7"
"G06007300132041","060730132041","92","10"
"G06007300132042","060730132042","93","10"
"G06007300132043","060730132043","22","7"
"G06007300132051","060730132051","91","10"
"G06007300132061","060730132061","78","10"
"G06007300132062","060730132062","78","10"
"G06007300132063","060730132063","75","10"
"G06007300133011","060730133011","15","6"
"G06007300133012","060730133012","15","6"
"G06007300133021","060730133021","16","6"
"G06007300133022","060730133022","19","7"
"G06007300133031","060730133031","36","9"
"G06007300133032","060730133032","20","7"
"G06007300133033","060730133033","18","6"
"G06007300133061","060730133061","16","6"
"G06007300133062","060730133062","18","6"
"G06007300133071","060730133071","30","8"
"G06007300133072","060730133072","17","6"
"G06007300133081","060730133081","36","9"
"G06007300133082","060730133082","24","7"
"G06007300133091","060730133091","14","6"
"G06007300133092","060730133092","10","4"
"G06007300133093","060730133093","13","5"
"G06007300133094","060730133094","11","5"
"G06007300133095","060730133095","10","4"
"G06007300133121","060730133121","19","7"
"G06007300133122","060730133122","34","9"
"G06007300133151","060730133151","12","5"
"G06007300133152","060730133152","9","4"
"G06007300133161","060730133161","11","5"
"G06007300133162","060730133162","10","4"
"G06007300133163","060730133163","8","4"
"G06007300133164","060730133164","10","4"
"G06007300133171","060730133171","11","5"
"G06007300133172","060730133172","12","5"
"G06007300133173","060730133173","9","4"
"G06007300133181","060730133181","10","4"
"G06007300133182","060730133182","9","4"
"G06007300133183","060730133183","21","7"
"G06007300133184","060730133184","10","4"
"G06007300133191","060730133191","9","4"
"G06007300133192","060730133192","9","4"
"G06007300133201","060730133201","13","5"
"G06007300133202","060730133202","7","3"
"G06007300133203","060730133203","21","7"
"G06007300133211","060730133211","10","4"
"G06007300133212","060730133212","10","4"
"G06007300133213","060730133213","10","4"
"G06007300133214","060730133214","9","4"
"G06007300133221","060730133221","13","5"
"G06007300133222","060730133222","13","5"
"G06007300133223","060730133223","13","5"
"G06007300133231","060730133231","18","6"
"G06007300133232","060730133232","16","6"
"G06007300133233","060730133233","8","4"
"G06007300133241","060730133241","13","5"
"G06007300133251","060730133251","11","5"
"G06007300133252","060730133252","13","5"
"G06007300133253","060730133253","9","4"
"G06007300133261","060730133261","4","2"
"G06007300133262","060730133262","6","3"
"G06007300133271","060730133271","9","4"
"G06007300133272","060730133272","9","4"
"G06007300133273","060730133273","GQ","GQ"
"G06007300134011","060730134011","14","6"
"G06007300134012","060730134012","16","6"
"G06007300134091","060730134091","16","6"
"G06007300134092","060730134092","12","5"
"G06007300134093","060730134093","10","4"
"G06007300134111","060730134111","8","4"
"G06007300134112","060730134112","6","3"
"G06007300134113","060730134113","7","3"
"G06007300134114","060730134114","5","3"
"G06007300134121","060730134121","14","6"
"G06007300134122","060730134122","12","5"
"G06007300134123","060730134123","5","3"
"G06007300134141","060730134141","11","5"
"G06007300134142","060730134142","11","5"
"G06007300134143","060730134143","10","4"
"G06007300134144","060730134144","10","4"
"G06007300134151","060730134151","14","6"
"G06007300134161","060730134161","11","5"
"G06007300134162","060730134162","11","5"
"G06007300134171","060730134171","8","4"
"G06007300134181","060730134181","18","6"
"G06007300134182","060730134182","15","6"
"G06007300134183","060730134183","17","6"
"G06007300134184","060730134184","17","6"
"G06007300134201","060730134201","12","5"
"G06007300134202","060730134202","11","5"
"G06007300134211","060730134211","10","4"
"G06007300134212","060730134212","7","3"
"G06007300134213","060730134213","21","7"
"G06007300134221","060730134221","8","4"
"G06007300134222","060730134222","6","3"
"G06007300134223","060730134223","5","3"
"G06007300134231","060730134231","13","5"
"G06007300134232","060730134232","13","5"
"G06007300134241","060730134241","11","5"
"G06007300134242","060730134242","17","6"
"G06007300134243","060730134243","8","4"
"G06007300134251","060730134251","4","2"
"G06007300135031","060730135031","13","5"
"G06007300135032","060730135032","15","6"
"G06007300135033","060730135033","14","6"
"G06007300135041","060730135041","11","5"
"G06007300135042","060730135042","13","5"
"G06007300135043","060730135043","12","5"
"G06007300135051","060730135051","20","7"
"G06007300135052","060730135052","20","7"
"G06007300135053","060730135053","20","7"
"G06007300135061","060730135061","14","6"
"G06007300135062","060730135062","10","4"
"G06007300135063","060730135063","11","5"
"G06007300136011","060730136011","6","3"
"G06007300136012","060730136012","9","4"
"G06007300136013","060730136013","10","4"
"G06007300136014","060730136014","14","6"
"G06007300136041","060730136041","12","5"
"G06007300136042","060730136042","10","4"
"G06007300136043","060730136043","10","4"
"G06007300136044","060730136044","25","8"
"G06007300136051","060730136051","10","4"
"G06007300136052","060730136052","6","3"
"G06007300136053","060730136053","7","3"
"G06007300136071","060730136071","25","8"
"G06007300136072","060730136072","25","8"
"G06007300136081","060730136081","11","5"
"G06007300136082","060730136082","25","8"
"G06007300137011","060730137011","8","4"
"G06007300137012","060730137012","11","5"
"G06007300137021","060730137021","14","6"
"G06007300137022","060730137022","15","6"
"G06007300137023","060730137023","14","6"
"G06007300138011","060730138011","13","5"
"G06007300138012","060730138012","18","6"
"G06007300138013","060730138013","20","7"
"G06007300138021","060730138021","34","9"
"G06007300138022","060730138022","41","9"
"G06007300139031","060730139031","22","7"
"G06007300139032","060730139032","17","6"
"G06007300139051","060730139051","10","4"
"G06007300139052","060730139052","16","6"
"G06007300139053","060730139053","20","7"
"G06007300139061","060730139061","26","8"
"G06007300139062","060730139062","19","7"
"G06007300139063","060730139063","26","8"
"G06007300139071","060730139071","14","6"
"G06007300139072","060730139072","22","7"
"G06007300139081","060730139081","18","6"
"G06007300139082","060730139082","20","7"
"G06007300139091","060730139091","17","6"
"G06007300139092","060730139092","24","7"
"G06007300140011","060730140011","20","7"
"G06007300140012","060730140012","18","6"
"G06007300140013","060730140013","17","6"
"G06007300140014","060730140014","20","7"
"G06007300140021","060730140021","16","6"
"G06007300140022","060730140022","16","6"
"G06007300141011","060730141011","19","7"
"G06007300141012","060730141012","19","7"
"G06007300141021","060730141021","19","7"
"G06007300141022","060730141022","20","7"
"G06007300142001","060730142001","16","6"
"G06007300142002","060730142002","17","6"
"G06007300142003","060730142003","17","6"
"G06007300142004","060730142004","17","6"
"G06007300143001","060730143001","20","7"
"G06007300143002","060730143002","27","8"
"G06007300144001","060730144001","46","9"
"G06007300144002","060730144002","28","8"
"G06007300145001","060730145001","15","6"
"G06007300145002","060730145002","17","6"
"G06007300145003","060730145003","21","7"
"G06007300146011","060730146011","19","7"
"G06007300146012","060730146012","20","7"
"G06007300146013","060730146013","17","6"
"G06007300146021","060730146021","10","4"
"G06007300146022","060730146022","8","4"
"G06007300146023","060730146023","7","3"
"G06007300147011","060730147011","19","7"
"G06007300147012","060730147012","11","5"
"G06007300147013","060730147013","11","5"
"G06007300147021","060730147021","12","5"
"G06007300147022","060730147022","15","6"
"G06007300148031","060730148031","13","5"
"G06007300148032","060730148032","13","5"
"G06007300148033","060730148033","14","6"
"G06007300148041","060730148041","9","4"
"G06007300148042","060730148042","18","6"
"G06007300148043","060730148043","13","5"
"G06007300148044","060730148044","14","6"
"G06007300148051","060730148051","24","7"
"G06007300148052","060730148052","21","7"
"G06007300148053","060730148053","21","7"
"G06007300148061","060730148061","23","7"
"G06007300148062","060730148062","23","7"
"G06007300149011","060730149011","5","3"
"G06007300149012","060730149012","13","5"
"G06007300149013","060730149013","8","4"
"G06007300149021","060730149021","15","6"
"G06007300149022","060730149022","17","6"
"G06007300149023","060730149023","13","5"
"G06007300150011","060730150011","15","6"
"G06007300150012","060730150012","12","5"
"G06007300150013","060730150013","11","5"
"G06007300150021","060730150021","20","7"
"G06007300150022","060730150022","21","7"
"G06007300151001","060730151001","14","6"
"G06007300151002","060730151002","16","6"
"G06007300151003","060730151003","14","6"
"G06007300151004","060730151004","15","6"
"G06007300152001","060730152001","5","3"
"G06007300152002","060730152002","8","4"
"G06007300152003","060730152003","6","3"
"G06007300152004","060730152004","5","3"
"G06007300153011","060730153011","17","6"
"G06007300153012","060730153012","28","8"
"G06007300153021","060730153021","5","3"
"G06007300153022","060730153022","12","5"
"G06007300153023","060730153023","24","7"
"G06007300154031","060730154031","7","3"
"G06007300154032","060730154032","5","3"
"G06007300154051","060730154051","16","6"
"G06007300154052","060730154052","6","3"
"G06007300154053","060730154053","8","4"
"G06007300154061","060730154061","5","3"
"G06007300154071","060730154071","24","7"
"G06007300154072","060730154072","24","7"
"G06007300154081","060730154081","13","5"
"G06007300154082","060730154082","14","6"
"G06007300155011","060730155011","15","6"
"G06007300155012","060730155012","15","6"
"G06007300155013","060730155013","15","6"
"G06007300155014","060730155014","15","6"
"G06007300155021","060730155021","11","5"
"G06007300155022","060730155022","12","5"
"G06007300156011","060730156011","27","8"
"G06007300156012","060730156012","21","7"
"G06007300156013","060730156013","29","8"
"G06007300156021","060730156021","7","3"
"G06007300156022","060730156022","10","4"
"G06007300157011","060730157011","13","5"
"G06007300157012","060730157012","14","6"
"G06007300157013","060730157013","15","6"
"G06007300157014","060730157014","14","6"
"G06007300157041","060730157041","30","8"
"G06007300157042","060730157042","39","9"
"G06007300157051","060730157051","14","6"
"G06007300157052","060730157052","14","6"
"G06007300157061","060730157061","97","10"
"G06007300158011","060730158011","26","8"
"G06007300158012","060730158012","25","8"
"G06007300158021","060730158021","25","8"
"G06007300158022","060730158022","24","7"
"G06007300158023","060730158023","25","8"
"G06007300158024","060730158024","22","7"
"G06007300159011","060730159011","100","10"
"G06007300159012","060730159012","23","7"
"G06007300159021","060730159021","22","7"
"G06007300159022","060730159022","24","7"
"G06007300159023","060730159023","19","7"
"G06007300159024","060730159024","24","7"
"G06007300160001","060730160001","11","5"
"G06007300160002","060730160002","9","4"
"G06007300161001","060730161001","11","5"
"G06007300161002","060730161002","11","5"
"G06007300161003","060730161003","12","5"
"G06007300162011","060730162011","11","5"
"G06007300162012","060730162012","8","4"
"G06007300162013","060730162013","8","4"
"G06007300162021","060730162021","19","7"
"G06007300162022","060730162022","38","9"
"G06007300163011","060730163011","23","7"
"G06007300163012","060730163012","55","10"
"G06007300163013","060730163013","25","8"
"G06007300163021","060730163021","22","7"
"G06007300163022","060730163022","23","7"
"G06007300163023","060730163023","25","8"
"G06007300164011","060730164011","14","6"
"G06007300164012","060730164012","17","6"
"G06007300164013","060730164013","15","6"
"G06007300164031","060730164031","8","4"
"G06007300164032","060730164032","14","6"
"G06007300164033","060730164033","29","8"
"G06007300164041","060730164041","19","7"
"G06007300164042","060730164042","16","6"
"G06007300165021","060730165021","16","6"
"G06007300165022","060730165022","28","8"
"G06007300165023","060730165023","36","9"
"G06007300165024","060730165024","18","6"
"G06007300165031","060730165031","36","9"
"G06007300165032","060730165032","18","6"
"G06007300165041","060730165041","13","5"
"G06007300165042","060730165042","13","5"
"G06007300165043","060730165043","13","5"
"G06007300165044","060730165044","13","5"
"G06007300165045","060730165045","13","5"
"G06007300166061","060730166061","14","6"
"G06007300166062","060730166062","13","5"
"G06007300166071","060730166071","9","4"
"G06007300166072","060730166072","13","5"
"G06007300166073","060730166073","9","4"
"G06007300166074","060730166074","44","9"
"G06007300166081","060730166081","11","5"
"G06007300166091","060730166091","10","4"
"G06007300166092","060730166092","12","5"
"G06007300166093","060730166093","20","7"
"G06007300166101","060730166101","29","8"
"G06007300166102","060730166102","12","5"
"G06007300166131","060730166131","17","6"
"G06007300166132","060730166132","16","6"
"G06007300166141","060730166141","16","6"
"G06007300166142","060730166142","15","6"
"G06007300166151","060730166151","8","4"
"G06007300166152","060730166152","GQ","GQ"
"G06007300166161","060730166161","22","7"
"G06007300166162","060730166162","13","5"
"G06007300166171","060730166171","52","10"
"G06007300166172","060730166172","52","10"
"G06007300166173","060730166173","52","10"
"G06007300166181","060730166181","25","8"
"G06007300166182","060730166182","17","6"
"G06007300166191","060730166191","13","5"
"G06007300166192","060730166192","13","5"
"G06007300166193","060730166193","13","5"
"G06007300166201","060730166201","15","6"
"G06007300166211","060730166211","11","5"
"G06007300166212","060730166212","10","4"
"G06007300167031","060730167031","15","6"
"G06007300167032","060730167032","23","7"
"G06007300167041","060730167041","23","7"
"G06007300167042","060730167042","16","6"
"G06007300167043","060730167043","10","4"
"G06007300167051","060730167051","28","8"
"G06007300167052","060730167052","27","8"
"G06007300167053","060730167053","28","8"
"G06007300167061","060730167061","16","6"
"G06007300167062","060730167062","16","6"
"G06007300168041","060730168041","18","6"
"G06007300168042","060730168042","23","7"
"G06007300168043","060730168043","29","8"
"G06007300168044","060730168044","19","7"
"G06007300168061","060730168061","23","7"
"G06007300168062","060730168062","23","7"
"G06007300168063","060730168063","23","7"
"G06007300168071","060730168071","13","5"
"G06007300168072","060730168072","16","6"
"G06007300168073","060730168073","12","5"
"G06007300168074","060730168074","12","5"
"G06007300168091","060730168091","20","7"
"G06007300168092","060730168092","12","5"
"G06007300168093","060730168093","22","7"
"G06007300168101","060730168101","11","5"
"G06007300168111","060730168111","17","6"
"G06007300168112","060730168112","17","6"
"G06007300168113","060730168113","15","6"
"G06007300168121","060730168121","18","6"
"G06007300168122","060730168122","60","10"
"G06007300168131","060730168131","7","3"
"G06007300168132","060730168132","22","7"
"G06007300169011","060730169011","11","5"
"G06007300169012","060730169012","9","4"
"G06007300169013","060730169013","11","5"
"G06007300169014","060730169014","11","5"
"G06007300169015","060730169015","50","10"
"G06007300169021","060730169021","11","5"
"G06007300170061","060730170061","2","1"
"G06007300170062","060730170062","20","7"
"G06007300170063","060730170063","6","3"
"G06007300170091","060730170091","20","7"
"G06007300170092","060730170092","9","4"
"G06007300170101","060730170101","5","3"
"G06007300170102","060730170102","8","4"
"G06007300170141","060730170141","19","7"
"G06007300170142","060730170142","13","5"
"G06007300170181","060730170181","31","8"
"G06007300170182","060730170182","27","8"
"G06007300170201","060730170201","5","3"
"G06007300170202","060730170202","3","2"
"G06007300170203","060730170203","4","2"
"G06007300170211","060730170211","2","1"
"G06007300170212","060730170212","4","2"
"G06007300170221","060730170221","7","3"
"G06007300170222","060730170222","6","3"
"G06007300170223","060730170223","5","3"
"G06007300170224","060730170224","11","5"
"G06007300170225","060730170225","17","6"
"G06007300170226","060730170226","5","3"
"G06007300170311","060730170311","7","3"
"G06007300170312","060730170312","15","6"
"G06007300170313","060730170313","18","6"
"G06007300170331","060730170331","10","4"
"G06007300170332","060730170332","4","2"
"G06007300170333","060730170333","4","2"
"G06007300170341","060730170341","7","3"
"G06007300170342","060730170342","8","4"
"G06007300170343","060730170343","7","3"
"G06007300170351","060730170351","6","3"
"G06007300170352","060730170352","7","3"
"G06007300170353","060730170353","11","5"
"G06007300170361","060730170361","19","7"
"G06007300170362","060730170362","10","4"
"G06007300170363","060730170363","7","3"
"G06007300170371","060730170371","6","3"
"G06007300170372","060730170372","5","3"
"G06007300170373","060730170373","6","3"
"G06007300170374","060730170374","5","3"
"G06007300170391","060730170391","5","3"
"G06007300170392","060730170392","5","3"
"G06007300170393","060730170393","7","3"
"G06007300170394","060730170394","17","6"
"G06007300170395","060730170395","6","3"
"G06007300170401","060730170401","8","4"
"G06007300170402","060730170402","4","2"
"G06007300170403","060730170403","9","4"
"G06007300170411","060730170411","9","4"
"G06007300170412","060730170412","11","5"
"G06007300170413","060730170413","10","4"
"G06007300170414","060730170414","11","5"
"G06007300170431","060730170431","4","2"
"G06007300170432","060730170432","24","7"
"G06007300170433","060730170433","4","2"
"G06007300170441","060730170441","6","3"
"G06007300170442","060730170442","5","3"
"G06007300170443","060730170443","4","2"
"G06007300170444","060730170444","3","2"
"G06007300170451","060730170451","4","2"
"G06007300170461","060730170461","4","2"
"G06007300170462","060730170462","4","2"
"G06007300170471","060730170471","4","2"
"G06007300170472","060730170472","4","2"
"G06007300170473","060730170473","4","2"
"G06007300170481","060730170481","12","5"
"G06007300170482","060730170482","13","5"
"G06007300170483","060730170483","44","9"
"G06007300170484","060730170484","11","5"
"G06007300170491","060730170491","12","5"
"G06007300170492","060730170492","11","5"
"G06007300170501","060730170501","13","5"
"G06007300170502","060730170502","9","4"
"G06007300170511","060730170511","15","6"
"G06007300170512","060730170512","9","4"
"G06007300170513","060730170513","9","4"
"G06007300170521","060730170521","9","4"
"G06007300170522","060730170522","8","4"
"G06007300170523","060730170523","10","4"
"G06007300170524","060730170524","9","4"
"G06007300170531","060730170531","2","1"
"G06007300170532","060730170532","2","1"
"G06007300170541","060730170541","5","3"
"G06007300170542","060730170542","5","3"
"G06007300170543","060730170543","6","3"
"G06007300170544","060730170544","5","3"
"G06007300170551","060730170551","7","3"
"G06007300170552","060730170552","8","4"
"G06007300170553","060730170553","7","3"
"G06007300170561","060730170561","11","5"
"G06007300170562","060730170562","6","3"
"G06007300170571","060730170571","4","2"
"G06007300170572","060730170572","4","2"
"G06007300170573","060730170573","7","3"
"G06007300170581","060730170581","8","4"
"G06007300170582","060730170582","21","7"
"G06007300170583","060730170583","15","6"
"G06007300170591","060730170591","8","4"
"G06007300170592","060730170592","15","6"
"G06007300170601","060730170601","12","5"
"G06007300170602","060730170602","4","2"
"G06007300170611","060730170611","1","1"
"G06007300170612","060730170612","2","1"
"G06007300170621","060730170621","1","1"
"G06007300170622","060730170622","2","1"
"G06007300170623","060730170623","1","1"
"G06007300170631","060730170631","7","3"
"G06007300170632","060730170632","QDI","QDI"
"G06007300170633","060730170633","6","3"
"G06007300170641","060730170641","3","2"
"G06007300170642","060730170642","4","2"
"G06007300170643","060730170643","3","2"
"G06007300170651","060730170651","3","2"
"G06007300170652","060730170652","3","2"
"G06007300170661","060730170661","2","1"
"G06007300170662","060730170662","5","3"
"G06007300170671","060730170671","4","2"
"G06007300170672","060730170672","3","2"
"G06007300170681","060730170681","12","5"
"G06007300170682","060730170682","5","3"
"G06007300170691","060730170691","9","4"
"G06007300170701","060730170701","5","3"
"G06007300170702","060730170702","3","2"
"G06007300170703","060730170703","6","3"
"G06007300170711","060730170711","4","2"
"G06007300170712","060730170712","2","1"
"G06007300171041","060730171041","4","2"
"G06007300171042","060730171042","7","3"
"G06007300171061","060730171061","1","1"
"G06007300171062","060730171062","1","1"
"G06007300171063","060730171063","1","1"
"G06007300171064","060730171064","1","1"
"G06007300171071","060730171071","4","2"
"G06007300171072","060730171072","3","2"
"G06007300171081","060730171081","4","2"
"G06007300171082","060730171082","5","3"
"G06007300171083","060730171083","5","3"
"G06007300171084","060730171084","5","3"
"G06007300171091","060730171091","2","1"
"G06007300171092","060730171092","3","2"
"G06007300171093","060730171093","6","3"
"G06007300171094","060730171094","2","1"
"G06007300171111","060730171111","1","1"
